Invoice Number,Date,Time,Internal Item ID Number,Unique ID,Item Name,Packaging Type,Price Per Toy,Units Sold,Total Line Revenue,COGS,Payment,Cashier ID,Profit,Member?,Coupon?,Purchaser Age,Parking Validation?,Segment
657563,17-11-10,1:18:36 PM,L256/PE,22700,Pinot Gris,Large Crate,1590.44,1,1590.44,4.48,Visa,D.W.|880-7199,1585.96,No,No,25,No,Rose / Sparkling Wine
657591,18-11-10,7:45:00 PM,L194/FY,24236,Pinot Gris,Mini Crate,10160.5,1,10160.5,8.37,Visa,W.C.|880-4861,10152.13,No,No,26,No,Rose / Sparkling Wine
657607,18-11-10,1:44:24 PM,D250/AT,24267,Sauvignon Blanc,Standard Size Crate,38.42,2,76.84,10.34,Visa,D.S.|880-7532,66.5,Yes,No,44,No,Rose / Sparkling Wine
657635,18-11-10,1:05:53 PM,D255/FE,24293,Chardonnay,Large Crate,688.73,1,688.73,5.17,Cash,D.U.|880-2953,683.56,No,No,50,No,Rose / Sparkling Wine
657663,19-11-10,2:05:24 PM,L330/GN,25595,Sauvignon Blanc,Standard Size Crate,79.66,4,318.64,76.44,Visa,D.W.|880-7199,242.2,No,No,28,No,Rose / Sparkling Wine
657663,19-11-10,2:05:24 PM,D255/FE,25766,Reisling,Standard Size Crate,139.68,5,698.4,25.85,Visa,D.W.|880-7199,672.55,No,No,28,No,Rose / Sparkling Wine
657686,19-11-10,12:06:00 PM,L195/AE,25972,Pinot Gris,Large Crate,2079.67,2,4159.34,6.18,Mastercard,S.Y.|880-3139,4153.16,No,No,60,No,Rose / Sparkling Wine
657703,20-11-10,11:39:00 AM,L256/PE,1606,Sauvignon Blanc,Standard Size Crate,860.69,1,860.69,4.48,Discover,U.W.|880-9683,856.21,No,No,31,No,Rose / Sparkling Wine
657712,20-11-10,6:11:24 PM,L195/AE,1956,Reisling,Large Crate,274.78,2,549.56,6.18,Visa,U.W.|880-9683,543.38,No,No,42,No,Rose / Sparkling Wine
657751,20-11-10,10:41:24 AM,D250/AT,2180,Sauvignon Blanc,Standard Size Crate,10.17,5,50.85,25.85,Mastercard,H.B.|880-3254,25,No,No,48,No,Rose / Sparkling Wine
657751,20-11-10,10:41:24 AM,D250/AT,2279,Chardonnay,Large Crate,2839.28,2,5678.56,10.34,Mastercard,H.B.|880-3254,5668.22,No,No,48,No,Rose / Sparkling Wine
657769,20-11-10,6:34:12 PM,L256/PE,3393,Pinot Gris,Large Crate,1829.65,3,5488.95,13.44,Cash,S.V.|880-5987,5475.51,No,No,30,No,Rose / Sparkling Wine
657815,20-11-10,12:12:00 PM,D250/AT,18151,Reisling,Large Crate,815.75,2,1631.5,10.34,Cash,P.N.|880-3021,1621.16,No,No,44,No,Rose / Sparkling Wine
657839,21-11-10,3:01:48 PM,L195/AE,18351,Pinot Gris,Large Crate,661.28,3,1983.84,9.27,Mastercard,N.W.|880-6237,1974.57,No,No,35,No,Rose / Sparkling Wine
657858,21-11-10,12:19:12 PM,D250/AT,18492,Sauvignon Blanc,Standard Size Crate,14.53,2,29.06,10.34,Gift Card,N.C.|880-3850,18.72,No,No,50,No,Rose / Sparkling Wine
657884,21-11-10,3:37:12 PM,D250/AT,18618,Pinot Gris,Loose Wrap,160.5,1,160.5,5.17,Discover,V.W.|880-4523,155.33,No,No,30,No,Rose / Sparkling Wine
657887,21-11-10,1:09:36 PM,L256/PE,18632,Reisling,Extra Large Crate,2417.23,1,2417.23,4.48,Cash,D.S.|880-7532,2412.75,No,No,38,No,Rose / Sparkling Wine
657921,22-11-10,8:58:48 AM,D254/FE,18636,Chardonnay,Large Crate,178.6,2,357.2,10.34,Cash,Y.P.|880-6894,346.86,No,No,30,Yes,Rose / Sparkling Wine
657945,22-11-10,1:39:54 PM,L256/PE,18972,Sauvignon Blanc,Large Crate,2597.58,1,2597.58,4.48,Cash,S.Y.|880-3139,2593.1,No,No,30,No,Rose / Sparkling Wine
657946,22-11-10,7:31:48 PM,L256/PE,19134,Chardonnay,Large Crate,95.37,3,286.11,13.44,Cash,V.W.|880-8599,272.67,No,No,31,No,Rose / Sparkling Wine
657946,22-11-10,7:31:48 PM,L330/GN,19264,Reisling,Loose Wrap,4663.25,4,18653,76.44,Cash,V.W.|880-8599,18576.56,No,No,31,No,Rose / Sparkling Wine
657946,22-11-10,7:31:48 PM,L195/AE,19501,Reisling,Large Crate,1373.99,2,2747.98,6.18,Cash,V.W.|880-8599,2741.8,No,No,31,No,Rose / Sparkling Wine
657967,23-11-10,1:55:52 PM,D254/FE,19659,Reisling,Extra Large Crate,1183.89,5,5919.45,25.85,Mastercard,C.X.|880-3590,5893.6,No,No,36,No,Rose / Sparkling Wine
657971,23-11-10,10:58:12 AM,L195/AE,19860,Chardonnay,Standard Size Crate,36.33,2,72.66,6.18,Discover,H.B.|880-3254,66.48,No,No,50,Yes,Rose / Sparkling Wine
657973,23-11-10,10:14:17 AM,D254/FE,20111,Sauvignon Blanc,Large Crate,634.9,1,634.9,5.17,Check,B.Y.|880-6845,629.73,Yes,No,25,No,Rose / Sparkling Wine
657985,23-11-10,3:29:53 PM,D254/FE,20189,Reisling,Large Crate,1752.23,1,1752.23,5.17,Cash,U.W.|880-9683,1747.06,No,No,30,No,Rose / Sparkling Wine
658025,23-11-10,9:24:36 AM,L256/PE,20826,Sauvignon Blanc,Mini Crate,885.94,3,2657.82,13.44,Discover,Z.T.|880-7477,2644.38,No,No,44,No,Rose / Sparkling Wine
658054,24-11-10,2:09:00 PM,L195/AE,20843,Pinot Gris,Large Crate,6013.69,2,12027.38,6.18,Visa,H.B.|880-3254,12021.2,No,No,29,No,Rose / Sparkling Wine
658088,24-11-10,4:13:55 PM,D250/AT,20891,Pinot Gris,Large Crate,2700.43,1,2700.43,5.17,Mastercard,D.U.|880-2953,2695.26,No,No,38,No,Rose / Sparkling Wine
658095,24-11-10,6:35:24 PM,D254/FE,21205,Chardonnay,Large Crate,4504.21,4,18016.84,20.68,Mastercard,L.C.|880-6872,17996.16,Yes,Yes,30,Yes,Rose / Sparkling Wine
658095,24-11-10,6:35:24 PM,D255/FE,21685,Pinot Gris,Mini Crate,19706,1,19706,5.17,Mastercard,L.C.|880-6872,19700.83,Yes,Yes,30,Yes,Rose / Sparkling Wine
658135,25-11-10,4:22:12 PM,L194/FY,21792,Pinot Gris,Full Container,5546.06,1,5546.06,8.37,Visa,U.O.|880-3720,5537.69,No,No,49,No,Rose / Sparkling Wine
658157,26-11-10,4:59:24 PM,D255/FE,22192,Reisling,Large Crate,3204.73,5,16023.65,25.85,Visa,Z.Q.|880-4240,15997.8,No,No,34,No,Rose / Sparkling Wine
658183,26-11-10,3:34:12 PM,D254/FE,22282,Sauvignon Blanc,Loose Wrap,8332.91,1,8332.91,5.17,Discover,B.X.|880-9149,8327.74,No,No,39,No,Rose / Sparkling Wine
658183,26-11-10,3:34:12 PM,D250/AT,22583,Sauvignon Blanc,Standard Size Crate,1110.11,4,4440.44,20.68,Discover,B.X.|880-9149,4419.76,No,No,39,No,Rose / Sparkling Wine
658221,26-11-10,3:21:25 PM,D254/FE,22620,Reisling,Standard Size Crate,6910.46,1,6910.46,5.17,Visa,L.C.|880-6872,6905.29,No,No,11,No,Rose / Sparkling Wine
658267,26-11-10,6:50:24 PM,L195/AE,22854,Sauvignon Blanc,Large Crate,4259.27,2,8518.54,6.18,Visa,N.C.|880-3850,8512.36,No,No,34,No,Rose / Sparkling Wine
658278,26-11-10,7:56:24 PM,L256/PE,22962,Sauvignon Blanc,Standard Size Crate,421.08,1,421.08,4.48,Visa,L.W.|880-4986,416.6,No,No,36,No,Rose / Sparkling Wine
658280,26-11-10,11:15:00 AM,D254/FE,24091,Reisling,Loose Wrap,55.73,5,278.65,25.85,Discover,S.Y.|880-3139,252.8,No,No,32,No,Rose / Sparkling Wine
658330,26-11-10,7:00:36 PM,L195/AE,24167,Pinot Gris,Large Crate,82.78,2,165.56,6.18,Cash,U.O.|880-3720,159.38,No,No,36,No,Rose / Sparkling Wine
658361,27-11-10,3:36:36 PM,L330/GN,24228,Chardonnay,Large Crate,220.51,1,220.51,19.11,Visa,B.Y.|880-6845,201.4,No,Yes,47,No,Rose / Sparkling Wine
658387,27-11-10,12:25:12 PM,L256/PE,24417,Pinot Gris,Extra Large Crate,10331.09,2,20662.18,8.96,Discover,N.W.|880-6237,20653.22,No,No,32,No,Rose / Sparkling Wine
658404,27-11-10,12:16:12 PM,D250/AT,24574,Chardonnay,Large Crate,425.3,1,425.3,5.17,Discover,S.V.|880-5987,420.13,No,Yes,21,No,Rose / Sparkling Wine
658406,27-11-10,10:55:48 AM,D255/FE,24772,Chardonnay,Standard Size Crate,158.54,2,317.08,10.34,Gift Card,B.Y.|880-6845,306.74,No,No,34,No,Rose / Sparkling Wine
658406,27-11-10,10:55:48 AM,D255/FE,24839,Reisling,Large Crate,627.78,1,627.78,5.17,Gift Card,B.Y.|880-6845,622.61,No,No,34,No,Rose / Sparkling Wine
658456,27-11-10,2:18:36 PM,D254/FE,24905,Reisling,Standard Size Crate,264.86,1,264.86,5.17,Visa,D.S.|880-7532,259.69,No,No,66,No,Rose / Sparkling Wine
658456,27-11-10,2:18:36 PM,L195/AE,25480,Pinot Gris,Extra Large Crate,4043.11,1,4043.11,3.09,Visa,D.S.|880-7532,4040.02,No,No,66,No,Rose / Sparkling Wine
658476,28-11-10,3:13:23 PM,L195/AE,25821,Sauvignon Blanc,Large Crate,981.65,1,981.65,3.09,Visa,V.W.|880-4523,978.56,No,No,34,No,Rose / Sparkling Wine
658499,28-11-10,4:56:24 PM,D250/AT,26360,Reisling,Loose Wrap,77.85,2,155.7,10.34,Mastercard,Z.T.|880-7477,145.36,No,No,39,No,Rose / Sparkling Wine
658521,28-11-10,2:47:24 PM,L256/PE,152,Chardonnay,Mini Crate,442.97,1,442.97,4.48,Cash,B.B.|880-9330,438.49,No,No,66,No,Rose / Sparkling Wine
658562,28-11-10,1:23:13 PM,D255/FE,370,Pinot Gris,Standard Size Crate,68.1,2,136.2,10.34,Mastercard,D.U.|880-2953,125.86,No,No,34,No,Rose / Sparkling Wine
658599,28-11-10,2:37:08 PM,D250/AT,461,Pinot Gris,Large Crate,792.11,2,1584.22,10.34,Cash,D.Z.|880-1179,1573.88,No,Yes,41,No,Rose / Sparkling Wine
658628,28-11-10,1:13:05 PM,L256/PE,758,Chardonnay,Standard Size Crate,89.6,1,89.6,4.48,Cash,W.C.|880-4861,85.12,Yes,No,48,No,Rose / Sparkling Wine
658641,28-11-10,4:19:12 PM,D255/FE,980,Chardonnay,Large Crate,238.97,1,238.97,5.17,Visa,B.Y.|880-6845,233.8,No,No,34,No,Rose / Sparkling Wine
658688,29-11-10,1:30:40 PM,L256/PE,2748,Pinot Gris,Large Crate,486.81,2,973.62,8.96,Cash,L.W.|880-4986,964.66,No,No,53,No,Rose / Sparkling Wine
658701,29-11-10,11:31:48 AM,L195/AE,3618,Sauvignon Blanc,Full Container,89.17,4,356.68,12.36,Mastercard,L.W.|880-4986,344.32,No,No,43,No,Rose / Sparkling Wine
658715,29-11-10,12:50:24 PM,L256/PE,3764,Reisling,Large Crate,3194.99,5,15974.95,22.4,Mastercard,V.W.|880-8599,15952.55,No,No,39,No,Rose / Sparkling Wine
658755,29-11-10,12:24:00 PM,L210/CS,4110,Reisling,Large Crate,62.46,4,249.84,18.52,Visa,V.W.|880-8599,231.32,No,No,31,No,Rose / Sparkling Wine
658773,29-11-10,11:57:40 AM,D255/FE,5002,Chardonnay,Large Crate,222.71,2,445.42,10.34,Cash,A.U.|880-2167,435.08,No,No,34,No,Rose / Sparkling Wine
658817,30-11-10,11:05:24 AM,L195/AE,6046,Chardonnay,Large Crate,1602.19,2,3204.38,6.18,Visa,N.C.|880-3850,3198.2,No,No,31,Yes,Rose / Sparkling Wine
658851,30-11-10,2:02:24 PM,D250/AT,6576,Sauvignon Blanc,Large Crate,297.03,4,1188.12,20.68,Visa,W.C.|880-4861,1167.44,No,No,36,No,Rose / Sparkling Wine
658858,30-11-10,11:50:24 AM,L195/AE,6587,Sauvignon Blanc,Mini Crate,5183.89,1,5183.89,3.09,Visa,W.B.|880-9647,5180.8,No,No,38,No,Rose / Sparkling Wine
658894,30-11-10,12:46:41 PM,D254/FE,7988,Sauvignon Blanc,Standard Size Crate,69.36,3,208.08,15.51,Cash,D.W.|880-7199,192.57,No,Yes,43,No,Rose / Sparkling Wine
658894,30-11-10,12:46:41 PM,D255/FE,18426,Reisling,Large Crate,497.11,4,1988.44,20.68,Cash,D.W.|880-7199,1967.76,No,Yes,43,No,Rose / Sparkling Wine
658915,01-12-10,6:03:00 PM,D254/FE,18554,Reisling,Large Crate,130.62,1,130.62,5.17,Cash,S.V.|880-5987,125.45,No,No,39,No,Rose / Sparkling Wine
658942,01-12-10,11:16:12 AM,L330/GN,19097,Pinot Gris,Extra Large Crate,101.32,2,202.64,38.22,Visa,V.W.|880-8599,164.42,No,No,31,No,Rose / Sparkling Wine
658968,01-12-10,11:03:18 AM,L197/FS,19305,Pinot Gris,Standard Size Crate,37.6,4,150.4,10.08,Cash,S.V.|880-5987,140.32,No,No,27,Yes,Rose / Sparkling Wine
659005,01-12-10,1:00:50 PM,D254/FE,20014,Chardonnay,Large Crate,1416.66,4,5666.64,20.68,Visa,Y.P.|880-6894,5645.96,No,No,36,No,Rose / Sparkling Wine
659005,01-12-10,1:00:50 PM,D250/AT,20181,Sauvignon Blanc,Mini Crate,8898.91,1,8898.91,5.17,Visa,Y.P.|880-6894,8893.74,No,No,36,No,Rose / Sparkling Wine
659007,02-12-10,1:16:08 PM,D254/FE,20258,Chardonnay,Loose Wrap,2055.97,2,4111.94,10.34,Cash,N.W.|880-6237,4101.6,Yes,Yes,30,No,Rose / Sparkling Wine
659039,02-12-10,11:30:18 AM,L195/AE,20972,Sauvignon Blanc,Large Crate,151.9,3,455.7,9.27,Mastercard,N.W.|880-6237,446.43,Yes,No,55,Yes,Rose / Sparkling Wine
659065,02-12-10,4:13:01 PM,L195/AE,21003,Sauvignon Blanc,Large Crate,94.3,2,188.6,6.18,Visa,N.W.|880-6237,182.42,No,No,33,Yes,Rose / Sparkling Wine
659082,02-12-10,12:18:40 PM,L195/AE,21730,Reisling,Standard Size Crate,517.68,1,517.68,3.09,Check,D.W.|880-7199,514.59,No,No,39,Yes,Rose / Sparkling Wine
659106,02-12-10,6:23:24 PM,L256/PE,22866,Pinot Gris,Small Crate,2569.57,4,10278.28,17.92,Discover,H.B.|880-3254,10260.36,No,No,34,No,Rose / Sparkling Wine
659126,02-12-10,3:17:24 PM,D254/FE,22921,Reisling,Standard Size Crate,1278.96,1,1278.96,5.17,Cash,D.S.|880-7532,1273.79,No,No,39,Yes,Rose / Sparkling Wine
659155,02-12-10,4:20:24 PM,D255/FE,23021,Sauvignon Blanc,Large Crate,1610.84,2,3221.68,10.34,Visa,Y.P.|880-6894,3211.34,No,No,32,No,Rose / Sparkling Wine
659189,02-12-10,2:21:00 PM,D198/LX,23099,Sauvignon Blanc,Large Crate,116.32,1,116.32,5.17,Cash,Z.Q.|880-4240,111.15,No,No,47,No,Rose / Sparkling Wine
659211,03-12-10,11:55:48 AM,D254/FE,23100,Sauvignon Blanc,Full Container,637.26,2,1274.52,10.34,Visa,H.B.|880-3254,1264.18,No,No,32,No,Rose / Sparkling Wine
659219,03-12-10,1:50:24 PM,D254/FE,23728,Reisling,Large Crate,305.71,1,305.71,5.17,Mastercard,B.X.|880-9149,300.54,No,No,25,Yes,Rose / Sparkling Wine
659261,03-12-10,11:11:24 AM,D255/FE,23964,Pinot Gris,Large Crate,462.34,2,924.68,10.34,Visa,V.W.|880-4523,914.34,No,No,40,No,Rose / Sparkling Wine
659269,03-12-10,1:43:41 PM,D254/FE,24038,Sauvignon Blanc,Large Crate,1648.03,1,1648.03,5.17,Visa,P.N.|880-3021,1642.86,No,No,44,Yes,Rose / Sparkling Wine
659277,04-12-10,9:50:24 AM,L195/AE,24153,Sauvignon Blanc,Standard Size Crate,299.63,5,1498.15,15.45,Cash,D.Z.|880-1179,1482.7,Yes,No,73,Yes,Rose / Sparkling Wine
659294,04-12-10,11:57:36 AM,D254/FE,24396,Pinot Gris,Full Container,1387.49,2,2774.98,10.34,Check,Y.P.|880-6894,2764.64,No,No,25,No,Rose / Sparkling Wine
659294,04-12-10,11:57:36 AM,D255/FE,25001,Pinot Gris,Extra Large Crate,1475.99,1,1475.99,5.17,Check,Y.P.|880-6894,1470.82,No,No,25,No,Rose / Sparkling Wine
659343,05-12-10,4:59:24 PM,L256/PE,25080,Reisling,Large Crate,1174.3,1,1174.3,4.48,Cash,B.Y.|880-6845,1169.82,No,No,47,No,Rose / Sparkling Wine
659353,05-12-10,11:27:36 AM,D255/FE,25243,Chardonnay,Large Crate,1799.14,1,1799.14,5.17,Cash,V.W.|880-8599,1793.97,No,No,27,Yes,Rose / Sparkling Wine
659395,05-12-10,2:23:13 PM,D255/FE,25673,Sauvignon Blanc,Standard Size Crate,50.28,1,50.28,5.17,Visa,C.X.|880-3590,45.11,No,No,48,No,Rose / Sparkling Wine
659439,05-12-10,8:54:36 AM,D254/FE,26266,Chardonnay,Large Crate,357.27,2,714.54,10.34,Mastercard,D.W.|880-7199,704.2,No,No,41,No,Rose / Sparkling Wine
659439,05-12-10,8:54:36 AM,L195/AE,18480,Reisling,Mini Crate,5615.88,2,11231.76,6.18,Mastercard,D.W.|880-7199,11225.58,No,No,41,No,Rose / Sparkling Wine
659457,05-12-10,4:34:48 PM,D250/AT,18891,Chardonnay,Full Container,139.66,1,139.66,5.17,Visa,D.S.|880-7532,134.49,No,No,25,Yes,Rose / Sparkling Wine
659478,06-12-10,4:59:24 PM,L195/AE,19181,Pinot Gris,Large Crate,323.52,1,323.52,3.09,Cash,L.C.|880-6872,320.43,No,No,42,No,Rose / Sparkling Wine
659504,06-12-10,2:31:30 PM,D255/FE,19201,Sauvignon Blanc,Extra Large Crate,4845.27,5,24226.35,25.85,Cash,S.Y.|880-3139,24200.5,No,No,29,No,Rose / Sparkling Wine
659552,06-12-10,1:47:24 PM,L195/AE,19209,Sauvignon Blanc,Large Crate,360.7,1,360.7,3.09,Discover,L.C.|880-6872,357.61,No,No,30,No,Rose / Sparkling Wine
659552,06-12-10,1:47:24 PM,D255/FE,19210,Pinot Gris,Large Crate,2180.31,1,2180.31,5.17,Discover,L.C.|880-6872,2175.14,No,No,30,No,Rose / Sparkling Wine
659591,06-12-10,4:34:41 PM,D250/AT,19726,Pinot Gris,Large Crate,548.82,1,548.82,5.17,Visa,P.N.|880-3021,543.65,No,No,58,No,Rose / Sparkling Wine
659591,06-12-10,4:34:41 PM,D250/AT,19854,Sauvignon Blanc,Large Crate,174.44,4,697.76,20.68,Visa,P.N.|880-3021,677.08,No,No,58,No,Rose / Sparkling Wine
659616,06-12-10,5:54:36 PM,D254/FE,19945,Sauvignon Blanc,Large Crate,479.79,1,479.79,5.17,Gift Card,Z.T.|880-7477,474.62,No,No,35,No,Rose / Sparkling Wine
659629,06-12-10,11:29:56 AM,D250/AT,20093,Pinot Gris,Full Container,350.92,1,350.92,5.17,Mastercard,L.W.|880-4986,345.75,No,No,37,No,Rose / Sparkling Wine
659646,06-12-10,12:03:00 PM,L256/PE,20562,Sauvignon Blanc,Large Crate,717.04,5,3585.2,22.4,Mastercard,H.B.|880-3254,3562.8,No,No,27,No,Rose / Sparkling Wine
659651,06-12-10,4:55:55 PM,D250/AT,20622,Pinot Gris,Small Crate,615.54,1,615.54,5.17,Mastercard,D.W.|880-7199,610.37,No,No,38,Yes,Rose / Sparkling Wine
659692,06-12-10,2:40:12 PM,D255/FE,20715,Reisling,Large Crate,171.71,1,171.71,5.17,Visa,W.B.|880-9647,166.54,Yes,No,38,Yes,Rose / Sparkling Wine
659699,06-12-10,2:00:36 PM,L195/AE,21275,Pinot Gris,Standard Size Crate,366.37,1,366.37,3.09,Mastercard,V.W.|880-8599,363.28,No,No,53,Yes,Rose / Sparkling Wine
659700,06-12-10,11:45:36 AM,D218/FN,21579,Reisling,Large Crate,523.06,4,2092.24,20.68,Mastercard,P.N.|880-3021,2071.56,No,No,34,No,Rose / Sparkling Wine
659720,08-12-10,4:45:36 PM,D254/FE,21693,Pinot Gris,Large Crate,1745.59,2,3491.18,10.34,Visa,P.N.|880-3021,3480.84,No,No,18,No,Rose / Sparkling Wine
659720,08-12-10,4:45:36 PM,L256/PE,21864,Reisling,Large Crate,1222.58,1,1222.58,4.48,Visa,P.N.|880-3021,1218.1,No,No,18,No,Rose / Sparkling Wine
659731,08-12-10,11:16:48 AM,D250/AT,22140,Chardonnay,Standard Size Crate,291.72,1,291.72,5.17,Gift Card,Y.P.|880-6894,286.55,Yes,No,43,No,Rose / Sparkling Wine
659750,09-12-10,3:01:48 PM,D254/FE,22402,Sauvignon Blanc,Large Crate,2446.89,1,2446.89,5.17,Mastercard,L.W.|880-4986,2441.72,No,No,27,No,Rose / Sparkling Wine
659750,09-12-10,3:01:48 PM,L195/AE,22997,Pinot Gris,Large Crate,737.47,1,737.47,3.09,Mastercard,L.W.|880-4986,734.38,No,No,27,No,Rose / Sparkling Wine
659750,09-12-10,3:01:48 PM,D254/FE,23152,Reisling,Standard Size Crate,217.6,2,435.2,10.34,Mastercard,L.W.|880-4986,424.86,No,No,27,No,Rose / Sparkling Wine
659759,09-12-10,1:17:24 PM,D255/FE,23192,Reisling,Standard Size Crate,390.31,1,390.31,5.17,Visa,S.Y.|880-3139,385.14,No,No,30,No,Rose / Sparkling Wine
659765,09-12-10,2:23:24 PM,L195/AE,23429,Sauvignon Blanc,Extra Large Crate,1893.93,1,1893.93,3.09,Visa,Z.Q.|880-4240,1890.84,Yes,No,27,No,Rose / Sparkling Wine
659788,10-12-10,10:32:13 AM,L195/AE,23512,Chardonnay,Standard Size Crate,266.95,3,800.85,9.27,Check,H.B.|880-3254,791.58,No,No,7,Yes,Rose / Sparkling Wine
659807,10-12-10,1:36:36 PM,D192/PN,23517,Reisling,Extra Large Crate,1200.62,1,1200.62,5.17,Visa,B.Y.|880-6845,1195.45,No,No,50,No,Rose / Sparkling Wine
659830,10-12-10,10:07:12 AM,D255/FE,23667,Chardonnay,Large Crate,891.01,1,891.01,5.17,Gift Card,W.C.|880-4861,885.84,No,No,31,Yes,Rose / Sparkling Wine
659835,10-12-10,4:01:12 PM,L195/AE,23738,Pinot Gris,Loose Wrap,480.51,4,1922.04,12.36,Visa,W.B.|880-9647,1909.68,No,No,44,No,Rose / Sparkling Wine
659855,10-12-10,6:27:36 PM,D255/FE,23858,Chardonnay,Large Crate,110.45,2,220.9,10.34,Mastercard,U.O.|880-3720,210.56,No,No,67,No,Rose / Sparkling Wine
659882,10-12-10,1:40:55 PM,L256/PE,23984,Chardonnay,Loose Wrap,439.89,2,879.78,8.96,Visa,Z.T.|880-7477,870.82,Yes,Yes,46,No,Rose / Sparkling Wine
659895,11-12-10,11:38:24 AM,D250/AT,24509,Reisling,Large Crate,614.32,2,1228.64,10.34,Cash,L.C.|880-6872,1218.3,No,No,25,No,Rose / Sparkling Wine
659916,12-12-10,2:19:12 PM,L210/CS,25007,Chardonnay,Standard Size Crate,29.04,1,29.04,4.63,Visa,C.X.|880-3590,24.41,No,No,42,Yes,Rose / Sparkling Wine
659916,12-12-10,2:19:12 PM,D254/FE,25841,Chardonnay,Large Crate,579.99,2,1159.98,10.34,Visa,C.X.|880-3590,1149.64,No,No,42,Yes,Rose / Sparkling Wine
659936,13-12-10,11:38:24 AM,D255/FE,25911,Pinot Gris,Mini Crate,3175.15,1,3175.15,5.17,Cash,L.C.|880-6872,3169.98,No,No,38,No,Rose / Sparkling Wine
659976,13-12-10,12:45:50 PM,L256/PE,26158,Reisling,Standard Size Crate,181.38,1,181.38,4.48,Cash,W.C.|880-4861,176.9,No,No,25,No,Rose / Sparkling Wine
659976,13-12-10,12:45:50 PM,D255/FE,26251,Reisling,Large Crate,317.71,1,317.71,5.17,Cash,W.C.|880-4861,312.54,No,No,25,No,Rose / Sparkling Wine
659976,13-12-10,12:45:50 PM,L195/AE,67,Chardonnay,Loose Wrap,29.85,1,29.85,3.09,Cash,W.C.|880-4861,26.76,No,No,25,No,Rose / Sparkling Wine
660004,13-12-10,4:22:12 PM,D255/FE,495,Chardonnay,Standard Size Crate,305.06,1,305.06,5.17,Cash,W.B.|880-9647,299.89,Yes,No,43,No,Rose / Sparkling Wine
660020,14-12-10,8:35:24 PM,L256/PE,1799,Sauvignon Blanc,Standard Size Crate,24.91,5,124.55,22.4,Gift Card,B.X.|880-9149,102.15,No,No,67,No,Rose / Sparkling Wine
660045,14-12-10,1:21:36 PM,D250/AT,2065,Sauvignon Blanc,Standard Size Crate,333.6,4,1334.4,20.68,Cash,B.X.|880-9149,1313.72,No,No,34,Yes,Rose / Sparkling Wine
660045,14-12-10,1:21:36 PM,L195/AE,2143,Pinot Gris,Extra Large Crate,100.1,1,100.1,3.09,Cash,B.X.|880-9149,97.01,No,No,34,Yes,Rose / Sparkling Wine
660066,14-12-10,11:16:48 AM,D254/FE,2758,Chardonnay,Standard Size Crate,52.42,5,262.1,25.85,Mastercard,D.U.|880-2953,236.25,No,No,34,No,Rose / Sparkling Wine
660066,14-12-10,11:16:48 AM,L195/AE,4281,Pinot Gris,Large Crate,1319.71,1,1319.71,3.09,Mastercard,D.U.|880-2953,1316.62,No,No,34,No,Rose / Sparkling Wine
660066,14-12-10,11:16:48 AM,D255/FE,4412,Reisling,Loose Wrap,1996.16,2,3992.32,10.34,Mastercard,D.U.|880-2953,3981.98,No,No,34,No,Rose / Sparkling Wine
660097,14-12-10,2:00:00 PM,D255/FE,4606,Pinot Gris,Large Crate,59.96,2,119.92,10.34,Mastercard,B.X.|880-9149,109.58,Yes,Yes,39,No,Rose / Sparkling Wine
660117,15-12-10,1:02:46 PM,D192/PN,5224,Reisling,Standard Size Crate,251.37,1,251.37,5.17,Visa,S.V.|880-5987,246.2,Yes,No,35,No,Rose / Sparkling Wine
660150,15-12-10,10:01:30 AM,D255/FE,5650,Chardonnay,Standard Size Crate,62.85,1,62.85,5.17,Gift Card,B.B.|880-9330,57.68,No,No,38,No,Rose / Sparkling Wine
660150,15-12-10,10:01:30 AM,L195/AE,5860,Chardonnay,Large Crate,597.63,1,597.63,3.09,Gift Card,B.B.|880-9330,594.54,No,No,38,No,Rose / Sparkling Wine
660165,15-12-10,1:51:22 PM,D250/AT,6002,Pinot Gris,Large Crate,211.98,1,211.98,5.17,Visa,B.B.|880-9330,206.81,No,No,41,No,Rose / Sparkling Wine
660208,15-12-10,3:15:04 PM,D250/AT,6289,Reisling,Large Crate,34.36,1,34.36,5.17,Cash,Z.Q.|880-4240,29.19,No,No,39,No,Rose / Sparkling Wine
660241,15-12-10,12:40:48 PM,L256/PE,6711,Pinot Gris,Standard Size Crate,443.08,1,443.08,4.48,Visa,L.C.|880-6872,438.6,No,Yes,41,Yes,Rose / Sparkling Wine
660241,15-12-10,12:40:48 PM,L256/PE,7488,Sauvignon Blanc,Large Crate,745.91,1,745.91,4.48,Visa,L.C.|880-6872,741.43,No,Yes,41,Yes,Rose / Sparkling Wine
660275,16-12-10,11:27:00 AM,D255/FE,7828,Chardonnay,Extra Large Crate,6720.88,1,6720.88,5.17,Mastercard,W.B.|880-9647,6715.71,No,No,44,Yes,Rose / Sparkling Wine
660317,16-12-10,1:17:02 PM,D254/FE,18049,Pinot Gris,Large Crate,102.21,1,102.21,5.17,Gift Card,U.W.|880-9683,97.04,No,No,38,No,Rose / Sparkling Wine
660317,16-12-10,1:17:02 PM,D254/FE,18171,Reisling,Large Crate,1001.33,1,1001.33,5.17,Gift Card,U.W.|880-9683,996.16,No,No,38,No,Rose / Sparkling Wine
